,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
5884,Um frasco de amaciante está sobre em uma cama com cobertores marrons e um tecido felpudo branco,Um frasco de amaciante está ao lado de um travesseiro azul.,2,Confusing,P,S
5885,A cozinheira está incentivando os clientes a pedir uma de suas deliciosas marmitas,A cozinheira está desencorajando os clientes a pedir uma de suas marmitas,0,Contradiction,OK,N
5886,O céu está repleto de nuvens alaranjadas,O céu está totalmente limpo e azul,0,Contradiction,OK,N
5887,A garota no vestido vermelho está brincando com um balde e uma pá.,A menina está brincando com utensílios de praia.,1,Entailment,OK,N
5888,"Um casal está posicionado em frente a um museu de história, observando atentamente um mapa","O casal está em frente a um museu de história, olhando para um mapa",1,Entailment,OK,N
5889,"A garota está silenciosamente montada na motocicleta, não conversando com ninguém.",Uma pessoa sozinha na motocicleta.,1,Confusing,P,S
5890,Uma pessoa está tocando um piano.,O piano está sendo tocado.,1,Entailment,OK,N
5891,O garoto moreno com a camiseta azul não está gargalhando e não está vestindo uma peruca colorida com orelhas exageradamente grandes,Um menino moreno usando uma camiseta azul está sério e sem acessórios no cabelo,1,Entailment,OK,N
5892,O slide apresenta uma lista de palavras e expressões que devem ser evitadas na fala cotidiana,O slide não contém nenhuma informação sobre palavras ou expressões a serem evitadas.,0,Contradiction,OK,N
5893,O indivíduo está livre de tarefas de cozinha,O indivíduo está lendo um livro,2,Neutral,OK,N
5894,O coala não está mastigando eucalipto,O coala está dormindo em um galho de árvore,2,Neutral,OK,N
5895,Um estudo indica que indivíduos que são apaixonados por seu trabalho tendem a ser mais explorados,Indivíduos que são apaixonados por seu trabalho são mais produtivos,2,Neutral,OK,N
5896,Uma noite enluarada é visível através das folhas de um pé de palmito,Uma coruja está pousada no pé de palmito,2,Neutral,OK,N
5897,Uma celebridade de vestido longo está sendo rodeada por paparazzi,A celebridade está recebendo muita atenção da mídia.,1,Entailment,OK,N
5898,Um estudo afirma que o mau humor pode levar ao ganho de peso,O mau humor ajuda a perder peso.,0,Contradiction,OK,N
5899,Uma casa possui uma placa indicando que oferece atendimento domiciliar,A casa tem um jardim florido na frente,2,Neutral,OK,N
5900,A mulher está sendo molhada com suco de laranja.,O suco de laranja é fresco e espremido na hora.,2,Neutral,OK,N
5901,Soldados estão enfileirados e cabanas estão montadas em uma rua,Existe uma formação militar na rua com cabanas ao redor.,1,Entailment,OK,N
5902,Um homem está em pé próximo a uma estante,O homem está longe de qualquer prateleira.,0,Contradiction,OK,N
5903,"Uma família está dentro do carro, admirando o pôr do sol na estrada","A família está fora do carro, admirando o pôr do sol na estrada",0,Contradiction,OK,N
5904,A pessoa mais amada pode ser a que menos merece esse amor,"Pode haver pessoas que são amadas, mas não merecem esse amor",1,Entailment,OK,N
5905,Uma criança está se divertindo no game station,A criança gosta de sorvete,2,Neutral,OK,N
5906,Um menino jovem está arqueando as sobrancelhas e removendo uma peruca e bigode postiços,O menino jovem tem os olhos azuis e está removendo uma peruca e bigode postiços,2,Neutral,OK,N
5907,A mulher de vestido floral está caminhando pela feira e está segurando uma cesta de frutas,Uma senhora está andando pela feira segurando uma cesta com frutas,1,Entailment,OK,N
5908,O leopardo está perseguindo ferozmente sua vítima,O leopardo está em busca ativa de sua presa,1,Entailment,OK,N
5909,A mulher está sentada,A mulher está em um parque,2,Neutral,OK,N
5910,"A pessoa está se sentindo confiante e desfrutando de uma refeição fora de casa, vestindo óculos escuros e exibindo muita atitude",A pessoa está usando um casaco pesado,2,Neutral,OK,N
5911,Um ex-combatente está exibindo diversos artefatos de uma batalha para um grupo de estudantes,Um ex-combatente está contando histórias de sua vida para um grupo de estudantes,2,Neutral,OK,N
5912,Uma mulher está empunhando um martelo para destruir uma corrente que prende outra mulher,A mulher está de mãos vazias,0,Contradiction,OK,N
5913,Os adolescentes estão exibindo suas pranchas de skate no asfalto cinzento de um parque urbano,Os adolescentes estão brincando em uma praia com pranchas de surfe.,0,Contradiction,OK,N
5914,Batata frita é servida em um cone com ketchup,Existe ketchup no cone de batata frita.,1,Entailment,OK,N
5915,A rua está vazia e as lojas estão fechadas durante todo o mês,A rua está cheia de pessoas e as lojas estão abertas.,0,Contradiction,OK,N
5916,A garota de vestido vermelho tem um colar de prata,A garota de vestido vermelho tem um colar de ouro.,0,Contradiction,OK,N
5917,Uma raposa está vasculhando a floresta habilmente,A raposa está explorando a floresta com destreza,1,Entailment,OK,N
5918,Há um senhor de idade descansando em uma cadeira de balanço,O senhor de idade está correndo na pista de atletismo,0,Contradiction,OK,N
5919,O céu está parcialmente coberto de nuvens com o sol presente,O céu está completamente limpo e sem nuvens.,0,Contradiction,OK,N
5920,O homem preencheu vários cartões de aposta na lotérica,O homem está usando uma camisa azul,2,Neutral,OK,N
5921,Três amigos estão caminhando exaustos pelo deserto escaldante enquanto o sol está se elevando,Três amigos estão relaxando em um deserto frio.,0,Contradiction,OK,N
5922,O homem não está usando um chapéu azul e não está segurando um livro na frente da mulher com um vestido preto,O homem está usando um chapéu azul.,0,Contradiction,OK,N
5923,A mulher está digitando no computador,Alguém está usando o computador para digitar.,1,Entailment,OK,N
5924,Um homem está usando um notebook e fazendo anotações em um caderno,O homem está trabalhando com um notebook e um caderno,1,Entailment,OK,N
5925,A criança está vestindo um chapéu de sol,A criança está vestindo um par de óculos de sol,2,Neutral,OK,N
5926,O piano não está sendo usado.,O piano é um instrumento musical de cordas percutidas.,2,Neutral,OK,N
5927,Uma mulher em uma jaqueta amarela está focada na tela do seu notebook,A mulher em uma jaqueta amarela está tomando café enquanto trabalha em seu notebook,2,Neutral,OK,N
5928,A mulher toca piano.,Há uma pessoa tocando um instrumento musical.,1,Entailment,OK,N
5929,O atleta conquistou a medalha de prata na prova de salto,O atleta é popular em sua cidade natal,2,Neutral,OK,N
5930,Uma homenagem ao Dia das Mães ocorreu na escola,A escola realizou uma feira de ciências na mesma semana do Dia das Mães.,2,Neutral,OK,N
5931,A pessoa está exibindo sua maquiagem do dia que consiste em olhos esfumados com sombra roxa e batom nude,A pessoa tem cabelos loiros longos e ondulados,2,Neutral,OK,N
5932,Uma barra de ferramentas está em processo de carregamento,A barra de ferramentas já está totalmente carregada.,0,Contradiction,OK,N
5933,O homem prepara um contra filé orgânico  para o almoço,O homem está preparando peixe para o almoço.,0,Contradiction,OK,N
5934,O Governo afirma que os recursos para o Bolsa Família estão garantidos,"Os recursos para o programa Bolsa Família não estão em risco, segundo o Governo.",1,Entailment,OK,N
5935,Uma modelo está agachada colocando uma sandália de salto na cor bege,A modelo está se inclinando para colocar uma sandália bege.,1,Entailment,OK,N
5936,Uma rua está localizada no centro da cidade,A rua está em uma área urbana,1,Entailment,OK,N
5937,Uma flor e um baseado estão dispostos sobre uma base escura,A flor e o baseado estão em um fundo claro,0,Contradiction,OK,N
5938,"Um barco navega ao entardecer, cercado por vegetação",Existe um barco navegando próximo a uma área verde ao pôr do sol.,1,Entailment,OK,N
5939,Uma casa possui uma placa indicando que oferece atendimento domiciliar,O atendimento pode ser realizado na casa que possui a placa,1,Entailment,OK,N
5940,Pessoas estão posando para uma foto usando máscaras cirúrgicas no rosto,Há pessoas usando máscaras cirúrgicas,1,Entailment,OK,N
5941,Uma mesa na delegacia está coberta de armas e dinheiro,A mesa na delegacia está vazia e limpa,0,Contradiction,OK,N
5942,O compositor foi chamado para criar a música tema da novela,O compositor tem um gato de estimação.,2,Neutral,OK,N
5943,Um homem de terno preto está tocando um piano,O homem de terno preto está jogando futebol.,0,Contradiction,OK,N
5944,Uma garotinha está alegremente vestindo uma saia de balé rosa e está dançando na sala,A garotinha está chorando e usando uma calça jeans,0,Contradiction,OK,N
5945,Uma mulher está colocado tempero em um peixe muito grande.,A mulher está usando um avental branco.,2,Neutral,OK,N
5946,Um pote de vidro contém vários pedaços de brownie,Os pedaços de brownie são de chocolate amargo,2,Neutral,OK,N
5947,Um gato malhado e cinza está pulando entre os arbustos,O gato malhado e cinza está caçando um pássaro.,2,Neutral,OK,N
5948,"Uma jovem menina, aparentemente nervosa, está em um palco de teatro",Uma jovem menina está em um palco.,1,Entailment,OK,N
5949,Uma mesa redonda está servida com café da manhã,A mesa redonda é feita de madeira de carvalho,2,Neutral,OK,N
5950,Uma mulher está plantando uma flor,A mulher está arrancando uma flor.,0,Contradiction,OK,N
5951,Nenhuma das mulheres está segurando um telescópio.,Uma mulher está segurando um livro.,2,Neutral,OK,N
5952,O cachorro está se hidratando,O cachorro está com sede.,0,Contradiction,OK,N
5953,"O ator não está posando para ninguém, e não usa calça jeans ou blazer azul",O ator está vestido sem calça jeans e sem blazer azul,1,Entailment,OK,N
5954,Bisnagas de cor creme estão dispostas na pia,Não há bisnagas na pia,0,Contradiction,OK,N
5955,O homem segura um copo de suco de morango,O homem está bebendo um copo de água,2,Neutral,OK,N
5956,Não há nenhum garoto gargalhando enquanto lança bolhas de sabão no focinho de um gato,O gato está cochilando no sofá.,2,Neutral,OK,N
5957,Um skatista está realizando uma manobra aérea perto de um lago límpido,O skatista é profissional.,2,Neutral,OK,N
5958,Um cavalo-marinho azul e rosa é ilustrado num livro,O cavalo-marinho ilustrado no livro é verde e amarelo.,0,Contradiction,OK,N
5959,Um gato de pelagem bege e branca com quatro próteses nas patas está olhando para frente,Um gato de pelagem bege e branca está olhando para frente com próteses nas patas,1,Entailment,OK,N
5960,Uma mulher está acariciando um leão na juba,A mulher está afastada do leão,0,Contradiction,OK,N
5961,É melhor experimentar a vida de maneira aberta e sem preconceitos pré-definidos,Viver de forma aberta e desprovida de preconceitos pré-definidos é mais benéfico,1,Entailment,OK,N
5962,Estou em casa vestindo um casaco de frio,Estou em casa assistindo televisão,2,Neutral,OK,N
5963,Um médico realiza um ecocardiograma fetal em uma gestante,Uma gestante está sendo submetida a um ecocardiograma fetal por um médico,1,Entailment,OK,N
5964,O cachorro está bebendo água de seu pote,O cachorro está se hidratando,1,Entailment,OK,N
5965,Uma atleta cega está correndo com a ajuda de seu guia,Uma pessoa está auxiliando a atleta cega na corrida,1,Entailment,OK,N
5966,A garotinha está usando botas de chuva vermelhas,A garotinha tem um guarda-chuva azul.,2,Neutral,OK,N
5967,Uma criança está utilizando um aparelho celular,Uma criança está jogando um jogo no tablet,2,Neutral,OK,N
5968,"Alunos, profissionais, familiares e convidados estão presentes em um evento","Há uma mistura de alunos, profissionais, familiares e convidados em um evento",1,Entailment,OK,N
5969,Uma dama está limpando o batom de seus lábios,Os lábios da dama estão sendo limpos de batom,1,Entailment,OK,N
5970,A pia da cozinha possui uma torneira feita de plástico,A torneira da pia da cozinha é de metal,0,Contradiction,OK,N
5971,Um estudo indica que tomamos decisões mais eficazes quando estamos com fome,"Segundo um estudo, estar com fome prejudica nossa capacidade de tomar boas decisões.",0,Contradiction,OK,N
5972,A sequência documenta a implosão de um edifício,O edifício implodido estava localizado em uma cidade movimentada.,2,Neutral,OK,N
5973,Uma jovem está de pé com os braços para trás e sorrindo,A jovem está vestindo um vestido azul,2,Neutral,OK,N
5974,Os profissionais de enfermagem são parabenizados em reconhecimento ao Dia Internacional do Enfermeiro,Os enfermeiros são homenageados no Dia Internacional do Enfermeiro,1,Entailment,OK,N
5975,"Uma mulher está agachada em um gramado com uma bola, em preto e branco",Existe uma mulher agachada no gramado manuseando uma bola em uma foto preto e branco,1,Entailment,OK,N
5976,Um pequeno garoto oriental está de pé no meio do grupo,O garoto oriental está segurando um brinquedo.,2,Neutral,OK,N
5977,Indivíduos que cultivam o hábito de leitura são considerados mais atraentes,Indivíduos que leem costumam ter um vocabulário mais rico.,2,Neutral,OK,N
5978,Uma mulher está descascando uma laranja,A mulher tem uma dieta baseada em frutas.,2,Neutral,OK,N
5979,O e-mail avisa que são os últimos dias para se inscrever no concurso,O e-mail foi enviado por um remetente desconhecido,2,Neutral,OK,N
5980,Não há nenhuma criança saltando no gramado e jogando bola com um amigo,Há uma criança correndo no gramado com uma bola,0,Contradiction,OK,N
5981,Um conjunto de quatro amigos adultos estão descansando no terraço com vista para o mar,O grupo de amigos está dentro de um shopping,0,Contradiction,OK,N
5982,"Oito pessoas estão presentes, metade delas sentadas e a outra metade em pé",Uma pessoa está usando um chapéu vermelho,2,Neutral,OK,N
5983,O pescador está manualmente construindo seu barco.,O pescador tem um gato como animal de estimação.,2,Neutral,OK,N
5984,A mulher de cabelos loiros está usando um chapéu de palha e está relaxando tranquilamente em uma espreguiçadeira com copos de suco e diferentes frutas à sua volta,A mulher loira está desfrutando de um momento de tranquilidade.,1,Entailment,OK,N
5985,Os participantes criaram uma colagem com o nome do time,A colagem tem várias cores.,2,Confusing,P,S
5986,Um homem idoso repousa tranquilamente em uma cadeira de balanço,Há um senhor de idade descansando em uma cadeira de balanço,1,Entailment,OK,N
5987,O homem assiste a propaganda na TV sobre produtos de limpeza pesada,Um indivíduo está vendo um comercial de produtos de limpeza na televisão,1,Entailment,OK,N
5988,Um papagaio está irritando um gato na loja de animais,Um pássaro está perturbando um felino na pet shop,1,Entailment,OK,N
5989,Há dois meninos atrás de uma pilha de caixotes de madeira,Não há nenhum menino perto dos caixotes de madeira.,0,Contradiction,OK,N
5990,Uma mulher está mergulhando no mar,A mulher está na água.,1,Entailment,OK,N
5991,Os shows duraram em média 45 minutos cada,Cada show durou mais de uma hora,0,Contradiction,OK,N
5992,A janela está completamente fechada,A janela está suja,2,Neutral,OK,N
5993,"A caixa contém cerca de 35 brigadeiros, com sabores de crème brûlée e chocolate",Existem brigadeiros de crème brûlée e chocolate na caixa,1,Entailment,OK,N
5994,O cão está observando o jardim da varanda no seu deck de descanso,O cão tem uma coleira vermelha,2,Neutral,OK,N
5995,"A criança tem em mãos um prato de alumínio contendo arroz, feijão, brócolis e batata frita",A criança tem em mãos um copo de suco de laranja,2,Neutral,OK,N
5996,Um punhado de mulheres está divertidamente jogando vôlei na praia,Uma mulher está usando óculos de sol,2,Neutral,OK,N
5997,A nutricionista discute ao microfone a possibilidade do chá verde contribuir para a perda de gordura abdominal,A nutricionista nega qualquer benefício do chá verde para a saúde.,0,Contradiction,OK,N
5998,Um gato branco está se esgueirando por uma cerca coberta de hera,O gato branco tem olhos azuis.,2,Neutral,OK,N
5999,Uma criança desfavorecida compartilha seu biscoito com seu filhote de cachorro,O filhote de cachorro não está compartilhando um biscoito.,0,Contradiction,OK,N
6000,O jornalista está cobrindo a manifestação dos trabalhadores,Há um jornalista no local da manifestação dos trabalhadores,1,Entailment,OK,N
6001,Um menino está protegendo um violino,Um menino está tocando violão,2,Neutral,OK,N
6002,Uma cantora está ensaiando em seu violão,A cantora não tem um instrumento musical,0,Contradiction,OK,N
6003,Consultar um médico regularmente proporciona maior qualidade de vida,Ignorar as consultas médicas regulares não tem impacto na qualidade de vida,0,Contradiction,OK,N
6004,O idoso está observando uma criança que está sendo segurada por um homem e uma mulher,O idoso conhece o homem e a mulher que estão segurando a criança.,2,Neutral,OK,N
6005,Um indivíduo está caminhando no parque sem um skate.,Um indivíduo está no parque sem um skate.,1,Entailment,OK,N
6006,"Dois amigos estão sentados na praia, conversando sobre a vida",Dois amigos estão planejando uma viagem,2,Neutral,OK,N
6007,O letreiro da nossa empresa está localizado em frente ao prédio,Há um letreiro pertencente à nossa empresa posicionado na frente de um edifício.,1,Entailment,OK,N
6008,Um artesão brasileiro faz várias peças à mão sob encomenda,O artesão brasileiro cria peças personalizadas.,1,Disagreement,OK,S
6009,"Dois gatos ágeis, um de pelagem preta e o outro branca, estão se deslocando rapidamente pelo jardim coberto de folhas",Os gatos estão perseguindo um pássaro.,2,Neutral,OK,N
6010,"Avistamos uma oca, casa tipicamente indígena",A casa tem um jardim florido ao redor.,2,Neutral,OK,N
6011,Dois indivíduos estão viajando sem bagagem e sem mantas,Dois indivíduos estão vendo uma paisagem montanhosa enquanto viajam,2,Neutral,OK,N
6012,Uma criança está sentada em um assento de elevação no banco traseiro de um carro,A criança está comendo um lanche enquanto está sentada no assento de elevação no carro,2,Neutral,OK,N
6013,O homem está no mar com uma prancha,O homem está com uma prancha de surf colorida,2,Neutral,OK,N
6014,Uma jovem está de pé com os braços para trás e sorrindo,A jovem está sentada com os braços cruzados e chorando,0,Contradiction,OK,N
6015,A torcida celebra a vitória do seu time de virada,O time da torcida venceu,1,Entailment,OK,N
6016,Uma gatinha de pelagem negra está usando uma bandana de crochê feita em lã rosa e branca,Uma gatinha de pelagem negra está sem nenhum acessório,0,Contradiction,OK,N
6017,Ela retira uma caixinha de fio dental da bolsa,Ela tem fio dental em uma caixinha.,1,Entailment,OK,N
6018,Duas mãos seguram um prato de penne ao molho de tomate,As duas mãos estão usando anéis de ouro,2,Neutral,OK,N
6019,Um homem segura uma muda de planta,O homem não tem nada em suas mãos,0,Contradiction,OK,N
6020,Uma pessoa está cortando uma cebola,A pessoa está cozinhando espaguete com molho de tomate,2,Disagreement,OK,S
6021,Uma cantora está ensaiando em seu violão,Uma cantora está escrevendo uma música nova,2,Neutral,OK,N
6022,Um homem uniformizado está cercado por vários carros,O homem uniformizado está segurando um walkie-talkie.,2,Neutral,OK,N
6023,Uma planta e um recipiente de medicamento estão na prateleira,A planta na prateleira é uma suculenta.,2,Neutral,OK,N
6024,Uma mulher está encerando os pisos.,A mulher está fazendo a manutenção de um piso,1,Entailment,OK,N
6025,Numerosos indivíduos se agrupam diante de um arranha-céu que é revestido por um arco-íris de matizes,Um grupo de pessoas está reunido em frente a um arranha-céu com cores de arco-íris,1,Entailment,OK,N
6026,O gato está arranhando um sofá,O sofá é de couro vermelho.,2,Neutral,OK,N
6027,Uma menina jovem e um homem com um chapéu azul estão sendo refrescados por um aspersor no parque,Há um aspersor no parque onde a menina jovem e o homem estão.,1,Entailment,OK,N
6028,Um homem está realizando exercícios de musculação,Alguém está fazendo um treino físico,1,Entailment,OK,N
6029,Um indivíduo está cantando na chuva,A chuva está molhando o solo.,2,Neutral,OK,N
6030,Um menino de jaqueta vermelha está segurando um balão colorido sem ninguém por perto,O menino de jaqueta vermelha está acompanhado enquanto segura um balão colorido,0,Contradiction,OK,N
6031,Um indivíduo está preparando um prato delicioso,O indivíduo está fazendo um prato vegetariano.,2,Neutral,OK,N
6032,Uma pessoa está escrevendo em um computador,Há uma pessoa digitando algo.,1,Entailment,OK,N
6033,Três indivíduos em jalecos e máscaras estão em um laboratório ao lado de garrafas de sabonete líquido,Existem pessoas com jalecos e máscaras ao lado de garrafas de sabonete líquido em um laboratório.,1,Entailment,OK,N
6034,"Um skatista está deslizando na pista, isolado",O skatista está usando um capacete enquanto desliza na pista.,2,Neutral,OK,N
6035,Um indivíduo está removendo maçãs de uma cesta,A cesta está cheia e ninguém a está esvaziando,0,Contradiction,OK,N
6036,"A colmeia organizadora transparente foi preenchida com cintos enrolados, com dois cintos acomodados em cada fileira",A colmeia organizadora pode ser facilmente transportada.,2,Neutral,OK,N
6037,Três garrafas do espumante estão alinhadas em formato de triângulo sobre uma mesa de madeira,Não há garrafas na mesa de madeira.,0,Contradiction,OK,N
6038,"Um homem e uma mulher estão de pé, cruzando os dedos como um sinal de sorte","Um homem e uma mulher estão de pé, sem cruzar os dedos",0,Contradiction,OK,N
6039,Equipamentos de segurança estão sendo utilizados por uma equipe de indivíduos que está realizando treinamento de resgate em altura,A equipe recebeu treinamento de primeiros socorros,2,Disagreement,OK,S
6040,Todos os gatos estão dormindo.,Há um gato acordado.,0,Contradiction,OK,N
6041,Um garoto de camisa azul está sentado,O garoto de camisa azul tem cabelos castanhos,2,Neutral,OK,N
6042,O homem está folheando um bloco de notas,O homem não tem nada em suas mãos,0,Contradiction,OK,N
6043,Um tenis branco está pendurado pelo cadarço em um suporte de parede,O suporte de parede tem um tênis branco pendurado,1,Entailment,OK,N
6044,Um homem está tocando uma guitarra,Uma pessoa está produzindo música,1,Entailment,OK,N
6045,Uma pessoa com chapéu vermelho está em um deserto.,A pessoa com o chapéu vermelho está com sede.,2,Neutral,OK,N
6046,Não há queijo sendo ralado.,O queijo não está sendo preparado para a receita.,1,Entailment,OK,N
6047,Três meninas estão brincando de pega-pega na praça,A praça está vazia e sem crianças brincando,0,Contradiction,OK,N
6048,A mulher com o vestido azul manchado está perto de um lago.,A mulher está perto de um lago.,1,Entailment,OK,N
6049,Um jovem posa segurando um certificado,Um jovem não tem nada nas mãos,0,Contradiction,OK,N
6050,Uma mulher loira segura um mapa,A mulher loira está usando um vestido azul,2,Neutral,OK,N
6051,Mãos femininas exibem unhas artisticamente pintadas de laranja e verde com estampa de flores amarelas,As unhas das mãos femininas estão pintadas de laranja e verde com flores amarelas,1,Entailment,OK,N
6052,A mulher de vestido manchado de azul está de pé sobre um tronco em frente a um lago brilhante,A mulher de vestido azul está sentada em uma pedra longe do lago.,0,Contradiction,OK,N
6053,Alunos estão presentes dentro do campus,Existe presença de estudantes no campus,1,Entailment,OK,N
6054,Uma torneira está pingando água enquanto uma mão a abre,A torneira está fechada.,0,Contradiction,OK,N
6055,"Um filhote de elefante, ainda desajeitado, caminha pela savana sob a vigilância atenta de sua mãe",O filhote de elefante está desacompanhado na selva,0,Contradiction,OK,N
6056,Não há nenhum boneco de ação lutando contra um robô de brinquedo,Não existe um brinquedo de ação em batalha contra um robô de brinquedo,1,Entailment,OK,N
6057,O gorila está pacificamente dormindo.,O gorila está dormindo calmamente.,1,Entailment,OK,N
6058,O cabeleireiro oferece diferentes cortes de cabelos cacheados curtos,O cabeleireiro oferece variedade de estilos para cabelos cacheados curtos,1,Entailment,OK,N
6059,Um homem parece estar cansado e preocupado,O homem tem uma expressão de cansaço e preocupação,1,Entailment,OK,N
6060,Uma tempestade está se formando e os ventos estão ficando mais fortes,Pode chover logo mais tarde.,2,Neutral,OK,N
6061,Alguém está comendo um doce,Alguém está comendo um bolo de chocolate,2,Neutral,OK,N
6062,A exposição apresenta fotos das famílias dos primeiros imigrantes,A exposição está aberta ao público.,2,Neutral,OK,N
6063,Estamos reabastecendo a prateleira do supermercado com feijão,Não há feijão na prateleira do supermercado.,0,Contradiction,OK,N
6064,Uma mulher está empunhando um martelo para destruir uma corrente que prende outra mulher,A mulher com o martelo tem uma expressão séria no rosto.,2,Neutral,OK,N
6065,Não há qualquer pessoa fatiando uma cebola.,Uma pessoa está descascando um alho,2,Neutral,OK,N
6066,Um indivíduo está deslizando de skate por uma rampa no parque,Um indivíduo está caminhando no parque sem um skate.,0,Contradiction,OK,N
6067,Duas mãos estão apoiadas em um relógio,Há mãos apoiadas em um relógio,1,Entailment,OK,N
6068,A menina está tocando uma música clássica em sua flauta,A menina está tocando sua flauta em um concerto.,2,Neutral,OK,N
6069,O processo de cronograma capilar para cabelos muito danificados está sendo explicado,O processo de cronograma capilar para cabelos saudáveis está sendo explicado,0,Contradiction,OK,N
6070,Dois jogadores do mesmo time se cumprimentam no campo de futebol após um lance,Dois adversários se cumprimentam no campo de futebol após um lance.,0,Contradiction,OK,N
6071,Um garoto de calça jeans está pulando,Um indivíduo vestindo calça jeans está em movimento.,1,Entailment,OK,N
6072,Um pequeno garoto está brincando ao ar livre após a chuva,Um pequeno garoto está brincando com seu amigo,2,Neutral,OK,N
6073,"A pessoa está sorrindo, usando óculos de grau e com o cabelo cacheado solto",A pessoa está feliz.,1,Entailment,OK,N
6074,"Brigadeiros são servidos em duas bandejas retangulares, cercados por confetes e serpentinas",Existem brigadeiros dispostos em bandejas retangulares.,1,Entailment,OK,N
6075,Alguns alunos não estão participando da aula de educação física,Alguns alunos estão jogando futebol no campo.,2,Neutral,OK,N
6076,"Dois gatos cinzentos estão competindo por um novelo de lã azul, divertindo-se no tapete da sala",Nenhum gato está brincando com novelo de lã.,0,Contradiction,OK,N
6077,Algumas pessoas estão sentadas em um puff lendo em uma livraria,"Há pessoas lendo em uma livraria, sentadas em um puff.",1,Entailment,OK,N
6078,Dois paratletas estão competindo numa prova de atletismo,Nenhum paratleta está competindo em uma prova de atletismo.,0,Contradiction,OK,N
6079,Um casal está selecionando um snack na máquina de venda rápida do cinema,Um casal está deixando a máquina de venda rápida do cinema sem escolher nenhum snack,0,Contradiction,OK,N
6080,A mulher loira está usando um vestido vermelho.,A mulher loira está vestida de azul,0,Disagreement,OK,S
6081,Propriedades da flor de cannabis estão sendo estudadas,As propriedades da flor de cannabis não estão sendo estudadas,0,Contradiction,OK,N
6082,Três garrafas de vinagre de vinho tinto estão deitadas irregularmente sobre uma mesa de madeira,Há garrafas de vinagre de vinho tinto sobre uma mesa.,1,Entailment,OK,N
6083,O gato preto não está correndo no jardim,O gato preto está correndo rapidamente no jardim.,0,Contradiction,OK,N
6084,"A balança, o martelo e a venda nos olhos são símbolos que representam a justiça","A venda nos olhos, o martelo e a balança são representações da justiça",1,Entailment,OK,N
6085,A agência cuida da divulgação do show de rock,A agência também organiza eventos corporativos,2,Neutral,OK,N
6086,Uma criança segura uma pipa enquanto corre pelo quintal da casa,Uma criança está parada com a pipa no quintal da casa,0,Contradiction,OK,N
6087,Mulheres iranianas estão comemorando,Mulheres iranianas estão em luto.,0,Contradiction,OK,N
6088,"Os pequenos estão correndo ao redor de um carvalho, que é imensamente alto",As crianças estão correndo ao redor de uma árvore muito alta,1,Entailment,OK,N
6089,Um estudo comprovou que jogar videogame melhora a capacidade de concentração,Jogar videogame prejudica a capacidade de concentração do indivíduo.,0,Contradiction,OK,N
6090,Uma funcionária está realizando um atendimento telefônico enquanto olha a página web da empresa,A funcionária está atendendo uma ligação e ao mesmo tempo navegando no site da empresa,1,Entailment,OK,N
6091,A turma de amigos se encontra reunida em uma sala mal iluminada,A sala em que os amigos estão reunidos tem uma lareira.,2,Neutral,OK,N
6092,A mulher está preparando o bolo,Não há nenhum bolo sendo preparado,0,Contradiction,OK,N
6093,O texto sugere a universalização do acesso às mídias sociais,O texto defende que todas as pessoas devem ter acesso às mídias sociais,1,Entailment,OK,N
6094,Um artista está grafitando um caminhão usando vários sprays de tinta,O caminhão está sendo pintado com grafite.,1,Entailment,OK,N
6095,Um garoto jovem está chutando uma bola de futebol em um gol improvisado,O garoto jovem está de tênis azul,2,Neutral,OK,N
6096,Uma mulher jovem está usando máscara em um estabelecimento de saúde pública,A mulher jovem está sem máscara em um local de saúde pública,0,Contradiction,OK,N
6097,Um homem está consumindo macarrão instantâneo com um pacote do produto à sua frente,Um homem está comendo bife.,0,Contradiction,OK,N
6098,Múltiplas fatias de pão de calabresa estão dispostas em um prato sobre um jogo americano verde,Há fatias de pão de calabresa dispostas em um prato.,1,Entailment,OK,N
6099,Os animais foram abandonados por um carro branco,Os animais foram abandonados por um carro preto.,0,Contradiction,OK,N
6100,O gatinho listrado de preto e cinza está andando na calçada sem um cobertor,O gatinho listrado de preto e cinza tem olhos verdes.,2,Neutral,OK,N
6101,Um ipê amarelo é mostrado em um fragmento,Há um fragmento com um ipê amarelo.,1,Entailment,OK,N
6102,O Carnaval está programado para começar em 90 dias,O Carnaval começa amanhã,0,Contradiction,OK,N
6103,Uma sala está repleta de máquinas de caça-níqueis,Há muitas máquinas de jogos de azar em uma sala,1,Entailment,OK,N
6104,Duas pessoas estão usando luvas brancas.,Duas pessoas estão preparando comida.,2,Neutral,OK,N
6105,Todas as informações sobre cada investimento estão disponíveis,As informações sobre investimentos em tecnologia estão disponíveis,2,Neutral,OK,N
6106,Soldados estão alinhados se preparando para as atividades seguintes,Os soldados estão descansando antes das próximas atividades,0,Contradiction,OK,N
6107,Não há nenhum gato preto enorme e um gato branco minúsculo descansando em um telhado de ardósia,Não há um gato grande de cor preta e um pequeno gato branco no telhado de ardósia,1,Entailment,OK,N
6108,Um indivíduo está despejando café na xícara de forma negligente,A xícara está sendo preenchida com café por um indivíduo,1,Entailment,OK,N
6109,Caixinhas de chá estão dispostas na prateleira,Não existem caixinhas de chá na prateleira,0,Contradiction,OK,N
6110,Um homem está servindo sopa em uma tigela,A sopa está sendo servida por um homem,1,Entailment,OK,N
